# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPagesWritten,1740386227323000000,1740386287328000000,0
StreamlinedBlobStorage.recordsDeleted,1740386227323000000,1740386287328000000,5
DirectByteBufferAllocator.reclaimed,1740386227323000000,1740386287328000000,3
FilePageCacheLockFree.housekeeperTurnsSkipped,1740386227323000000,1740386287328000000,0
FilePageCacheLockFree.totalPagesRequested,1740386227323000000,1740386287328000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1740386227323000000,1740386287328000000,4696228
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1740386227323000000,1740386287328000000,0
MappedFileStorage.totalPagesMapped,1740386227323000000,1740386287328000000,10
FilePageCache.maxRegisteredFiles,1740386227323000000,1740386287328000000,538
FilePageCacheLockFree.totalPageAllocationsWaited,1740386227323000000,1740386287328000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1740386227323000000,1740386287328000000,0
FilePageCacheLockFree.totalPagesReadMs,1740386227323000000,1740386287328000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1740386227323000000,1740386287328000000,0
FilePageCache.disposedBuffers,1740386227323000000,1740386287328000000,3
StreamlinedBlobStorage.recordsRelocated,1740386227323000000,1740386287328000000,0
FilePageCache.capacityInBytes,1740386227323000000,1740386287328000000,503316478
FilePageCache.pageLoads,1740386227323000000,1740386287328000000,217
FilePageCacheLockFree.totalBytesRead,1740386227323000000,1740386287328000000,0
FilePageCacheLockFree.totalPagesWriteMs,1740386227323000000,1740386287328000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1740386227323000000,1740386287328000000,0
MappedFileStorage.totalBytesMapped,1740386227323000000,1740386287328000000,177471488
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1740386227323000000,1740386287328000000,222314496
FilePageCache.maxCacheSizeInBytes,1740386227323000000,1740386287328000000,222314496
