# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.newModule.ms,1739762989422000000,1739763049489000000,9
jps.global.get.libraries.ms,1739762989422000000,1739763049489000000,0
jps.app.storage.content.writer.save.component.ms,1739762989422000000,1739763049489000000,16
jps.project.serializers.save.ms,1739762989422000000,1739763049489000000,20
workspaceModel.moduleManagerBridge.load.module.ms,1739762989422000000,1739763049489000000,0
workspaceModel.orphan.listener.update.ms,1739762989422000000,1739763049489000000,3
jps.modifiable.module.model.bridge.load.module.ms,1739762989422000000,1739763049489000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1739762989422000000,1739763049489000000,2
workspaceModel.mutableEntityStorage.has.same.entities.ms,1739762989422000000,1739763049489000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1739762989422000000,1739763049489000000,56
workspaceModel.global.apply.state.to.project.ms,1739762989422000000,1739763049489000000,63
workspaceModel.load.cache.metadata.from.file.ms,1739762989422000000,1739763049489000000,12
jps.modifiable.module.model.bridge.new.module.ms,1739762989422000000,1739763049489000000,3
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1739762989422000000,1739763049489000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1739762989422000000,1739763049489000000,1
compiler.ArtifactManagerBridge.findArtifact.ms,1739762989422000000,1739763049489000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1739762989422000000,1739763049489000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1739762989422000000,1739763049489000000,3
compiler.ArtifactManagerBridge.commit.ms,1739762989422000000,1739763049489000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1739762989422000000,1739763049489000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1739762989422000000,1739763049489000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1739762989422000000,1739763049489000000,0
lexer.JAVA.size.bytes,1739762989422000000,1739763049489000000,2663
lexer.IgnoreLang.time.ns,1739762989422000000,1739763049489000000,12702
DiskQueryRelay.tasksRequested,1739762989422000000,1739763049489000000,1105
writeAction.wait.ms,1739762989422000000,1739763049489000000,16
parser.JAVA.size.bytes,1739762989422000000,1739763049489000000,2663
DiskQueryRelay.taskWaitingTotalTimeUs,1739762989422000000,1739763049489000000,1288166
DiskQueryRelay.tasksExecuted,1739762989422000000,1739763049489000000,370
writeAction.median.wait.ms,1739762989422000000,1739763049489000000,0
lexer.IgnoreLang.size.bytes,1739762989422000000,1739763049489000000,0
DiskQueryRelay.taskExecutionTotalTimeUs,1739762989422000000,1739763049489000000,201400
parser.IgnoreLang.size.bytes,1739762989422000000,1739763049489000000,0
lexer.JAVA.time.ns,1739762989422000000,1739763049489000000,6525384
parser.JAVA.time.ns,1739762989422000000,1739763049489000000,59092364
writeAction.max.wait.ms,1739762989422000000,1739763049489000000,6
parser.IgnoreLang.time.ns,1739762989422000000,1739763049489000000,807127
writeAction.count,1739762989422000000,1739763049489000000,34
NonBlockingReadAction.finalizedExecutionsCount,1739762989422000000,1739763049489000000,24
FlushQueue.queueSizeAvg,1739762989422000000,1739763049489000000,0.0
AWTEventQueue.dispatchTime90PNs,1739762989422000000,1739763049489000000,145407
FlushQueue.queueSizeMax,1739762989422000000,1739763049489000000,0
FlushQueue.queueSize90P,1739762989422000000,1739763049489000000,0
FlushQueue.executionTimeMaxNs,1739762989422000000,1739763049489000000,22527
FlushQueue.tasksExecuted,1739762989422000000,1739763049489000000,1
AWTEventQueue.eventsDispatched,1739762989422000000,1739763049489000000,1
FlushQueue.waitingTimeMaxNs,1739762989422000000,1739763049489000000,95743
AWTEventQueue.dispatchTimeAvgNs,1739762989422000000,1739763049489000000,144896.0
ReadAction.executionsCount,1739762989422000000,1739763049489000000,98967
NonBlockingReadAction.failedExecutionTimeUs,1739762989422000000,1739763049489000000,155975
FlushQueue.waitingTime90PNs,1739762989422000000,1739763049489000000,95743
FlushQueue.executionTime90PNs,1739762989422000000,1739763049489000000,22527
NonBlockingReadAction.failedExecutionsCount,1739762989422000000,1739763049489000000,2
NonBlockingReadAction.finalizedExecutionTimeUs,1739762989422000000,1739763049489000000,48101
AWTEventQueue.dispatchTimeMaxNs,1739762989422000000,1739763049489000000,145407
FlushQueue.executionTimeAvgNs,1739762989422000000,1739763049489000000,22464.0
FlushQueue.waitingTimeAvgNs,1739762989422000000,1739763049489000000,95488.0
AWTEventQueue.dispatchTimeTotalNS,1739762989422000000,1739763049489000000,6468809158
WriteAction.executionsCount,1739762989422000000,1739763049489000000,34
cacheStateStorage.get.counter,1739762989422000000,1739763049489000000,34
cacheStateStorage.set.counter,1739762989422000000,1739763049489000000,8
cacheStateStorage.set.duration,1739762989422000000,1739763049489000000,23
cacheStateStorage.get.duration,1739762989422000000,1739763049489000000,65
FilePageCacheLockFree.nativeBytesInUse,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1739762989422000000,1739763049489000000,0
FilePageCache.disposedBuffers,1739762989422000000,1739763049489000000,17
FileChannelInterruptsRetryer.totalRetriedAttempts,1739762989422000000,1739763049489000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1739762989422000000,1739763049489000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1739762989422000000,1739763049489000000,11737
MappedFileStorage.storages,1739762989422000000,1739763049489000000,16
FilePageCacheLockFree.totalPagesReadMs,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1739762989422000000,1739763049489000000,0
StreamlinedBlobStorage.recordsDeleted,1739762989422000000,1739763049489000000,3
FilePageCache.uncachedFileAccess,1739762989422000000,1739763049489000000,159
FilePageCacheLockFree.totalPagesWriteMs,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.heapBytesInUse,1739762989422000000,1739763049489000000,0
DirectByteBufferAllocator.hits,1739762989422000000,1739763049489000000,10
FilePageCache.capacityInBytes,1739762989422000000,1739763049489000000,503316478
MappedFileStorage.totalBytesMapped,1739762989422000000,1739763049489000000,202637312
StreamlinedBlobStorage.recordsRelocated,1739762989422000000,1739763049489000000,0
FilePageCache.pageFastCacheHits,1739762989422000000,1739763049489000000,5061
FilePageCache.maxCacheSizeInBytes,1739762989422000000,1739763049489000000,239091712
FilePageCacheLockFree.totalHeapBytesAllocated,1739762989422000000,1739763049489000000,0
MappedFileStorage.totalPagesMapped,1739762989422000000,1739763049489000000,16
FilePageCacheLockFree.totalPagesReclaimed,1739762989422000000,1739763049489000000,0
DirectByteBufferAllocator.disposed,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.totalBytesRequested,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.totalPagesAllocated,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1739762989422000000,1739763049489000000,0
FilePageCache.pageHits,1739762989422000000,1739763049489000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1739762989422000000,1739763049489000000,239091712
StorageLockContext.competingThreads.90P,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.totalPagesHandedOver,1739762989422000000,1739763049489000000,0
StorageLockContext.competingThreads.max,1739762989422000000,1739763049489000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1739762989422000000,1739763049489000000,7340032
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1739762989422000000,1739763049489000000,2492261
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1739762989422000000,1739763049489000000,478475
FilePageCacheLockFree.totalClosedStoragesReclaimed,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1739762989422000000,1739763049489000000,0
FilePageCache.totalPageLoadsUs,1739762989422000000,1739763049489000000,183656
DirectByteBufferAllocator.reclaimed,1739762989422000000,1739763049489000000,17
FilePageCache.maxRegisteredFiles,1739762989422000000,1739763049489000000,538
FilePageCacheLockFree.housekeeperTurnsSkipped,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1739762989422000000,1739763049489000000,0
StreamlinedBlobStorage.recordsAllocated,1739762989422000000,1739763049489000000,34996
FilePageCacheLockFree.totalPagesRequested,1739762989422000000,1739763049489000000,0
FilePageCacheLockFree.totalBytesWritten,1739762989422000000,1739763049489000000,0
DirectByteBufferAllocator.misses,1739762989422000000,1739763049489000000,230
StorageLockContext.competingThreads.avg,1739762989422000000,1739763049489000000,0.0
FilePageCache.pageLoads,1739762989422000000,1739763049489000000,240
FilePageCacheLockFree.totalPagesWritten,1739762989422000000,1739763049489000000,0
FilePageCache.totalPageDisposalsUs,1739762989422000000,1739763049489000000,675
FilePageCacheLockFree.totalBytesRead,1739762989422000000,1739763049489000000,0
JVM.GC.collections,1739762989422000000,1739763049489000000,43
OS.loadAverage,1739762989422000000,1739763049489000000,2.48876953125
JVM.totalTimeAtSafepointsMs,1739762989422000000,1739763049489000000,270
JVM.GC.collectionTimesMs,1739762989422000000,1739763049489000000,251
JVM.totalCpuTimeMs,1739762989422000000,1739763049489000000,51570
JVM.maxHeapBytes,1739762989422000000,1739763049489000000,2147483648
JVM.totalBytesAllocated,1739762989422000000,1739763049489000000,2073623976
JVM.threadCount,1739762989422000000,1739763049489000000,118
JVM.usedNativeBytes,1739762989422000000,1739763049489000000,399667008
JVM.newThreadsCount,1739762989422000000,1739763049489000000,129
JVM.totalTimeToSafepointsMs,1739762989422000000,1739763049489000000,19
JVM.totalDirectByteBuffersBytes,1739762989422000000,1739763049489000000,242374821
JVM.totalSafepointCount,1739762989422000000,1739763049489000000,211
JVM.maxThreadCount,1739762989422000000,1739763049489000000,120
JVM.usedHeapBytes,1739762989422000000,1739763049489000000,395272480
VFS.fileByIdCache.hits,1739763049489000000,1739763098827000000,4
VFS.invertedFileNameIndex.requests,1739763049489000000,1739763098827000000,0
VFS.fileByIdCache.misses,1739763049489000000,1739763098827000000,0
VFS.fileChildByName,1739763049489000000,1739763098827000000,727
workspaceModel.cachedValue.total.get.count,1739763049489000000,1739763098827000000,8
workspaceModel.cachedValue.from.cache.count,1739763049489000000,1739763098827000000,8
workspaceModel.entityStorageSnapshotImpl.instances.count,1739763049489000000,1739763098827000000,0
workspaceModel.full.replace.project.model.ms,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1739763049489000000,1739763098827000000,0
workspaceModel.on.changed.ms,1739763049489000000,1739763098827000000,0
workspaceModel.updates.ms,1739763049489000000,1739763098827000000,0
workspaceModel.collect.changes.ms,1739763049489000000,1739763098827000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1739763049489000000,1739763098827000000,0
workspaceModel.to.snapshot.ms,1739763049489000000,1739763098827000000,0
workspaceModel.cachedValueWithParameters.clear.count,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1739763049489000000,1739763098827000000,0
workspaceModel.update.unloaded.entities.ms,1739763049489000000,1739763098827000000,0
workspaceModel.check.recursive.update.ms,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1739763049489000000,1739763098827000000,0
workspaceModel.replace.project.model.ms,1739763049489000000,1739763098827000000,0
workspaceModel.cachedValue.clear.count,1739763049489000000,1739763098827000000,1
workspaceModel.cachedValueWithParameters.from.cache.count,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.init.ms,1739763049489000000,1739763098827000000,0
workspaceModel.pre.handlers.ms,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.instances.count,1739763049489000000,1739763098827000000,0
workspaceModel.cachedValue.calculated.count,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.processFileSets.ms,1739763049489000000,1739763098827000000,0
workspaceModel.on.before.changed.ms,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1739763049489000000,1739763098827000000,1
workspaceModel.loading.from.cache.ms,1739763049489000000,1739763098827000000,0
workspaceModel.updates.count,1739763049489000000,1739763098827000000,0
workspaceModel.initializing.ms,1739763049489000000,1739763098827000000,0
workspaceModel.workspaceFileIndexData.markDirty.ms,1739763049489000000,1739763098827000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1739763049489000000,1739763098827000000,0
workspaceModel.updates.precise.ms,1739763049489000000,1739763098827000000,0
workspaceModel.init.bridges.ms,1739763049489000000,1739763098827000000,0
workspaceModel.loading.total.ms,1739763049489000000,1739763098827000000,0
Indexes.stubs.lookups,1739763049489000000,1739763098827000000,0
Indexing.totalTimeIndexersSleptMs,1739763049489000000,1739763098827000000,0
Indexes.entries.lookupDurationAvgMs,1739763049489000000,1739763098827000000,0.0
Indexes.allKeys.lookupDuration90PMs,1739763049489000000,1739763098827000000,0.0
Indexes.entries.lookupDurationMaxMs,1739763049489000000,1739763098827000000,0.0
Indexes.stubs.lookupDurationAvgMs,1739763049489000000,1739763098827000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1739763049489000000,1739763098827000000,0
Indexing.cache.totalCacheAccesses,1739763049489000000,1739763098827000000,0
Indexes.stubs.lookupDurationMaxMs,1739763049489000000,1739763098827000000,0.0
Indexes.entries.lookupDuration90PMs,1739763049489000000,1739763098827000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1739763049489000000,1739763098827000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1739763049489000000,1739763098827000000,0.0
Indexing.writesQueuedMax,1739763049489000000,1739763098827000000,0
Indexing.cache.totalCacheMisses,1739763049489000000,1739763098827000000,0
Indexing.cache.totalCacheEvicted,1739763049489000000,1739763098827000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1739763049489000000,1739763098827000000,0
Indexing.writer_1.totalTimeSpentWritingMs,1739763049489000000,1739763098827000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1739763049489000000,1739763098827000000,0
Indexes.allKeys.lookups,1739763049489000000,1739763098827000000,0
Indexing.writesQueuedMin,1739763049489000000,1739763098827000000,9223372036854775807
Indexes.entries.lookups,1739763049489000000,1739763098827000000,0
Indexes.stubs.lookupDuration90PMs,1739763049489000000,1739763098827000000,0.0
jps.facet.change.listener.before.change.events.ms,1739763049489000000,1739763098827000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1739763049489000000,1739763098827000000,0
jps.global.get.library.by.name.ms,1739763049489000000,1739763098827000000,0
workspaceModel.global.updates.count,1739763049489000000,1739763098827000000,0
jps.modifiable.module.model.bridge.renaming.ms,1739763049489000000,1739763098827000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1739763049489000000,1739763098827000000,0
jps.modifiable.module.model.bridge.disposing.ms,1739763049489000000,1739763098827000000,0
jps.facet.change.listener.process.change.events.ms,1739763049489000000,1739763098827000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1739763049489000000,1739763098827000000,0
jps.module.iml.entities.serializer.save.entities.ms,1739763049489000000,1739763098827000000,0
jps.artifact.entities.serializer.save.entities.ms,1739763049489000000,1739763098827000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1739763049489000000,1739763098827000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1739763049489000000,1739763098827000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1739763049489000000,1739763098827000000,0
jps.global.initialize.library.bridges.after.loading.ms,1739763049489000000,1739763098827000000,0
jps.library.entities.serializer.load.entities.ms,1739763049489000000,1739763098827000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1739763049489000000,1739763098827000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1739763049489000000,1739763098827000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1739763049489000000,1739763098827000000,0
jps.save.changed.project.entities.ms,1739763049489000000,1739763098827000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1739763049489000000,1739763098827000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1739763049489000000,1739763098827000000,0
jps.reload.project.entities.ms,1739763049489000000,1739763098827000000,0
