# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.waitingTime90PNs,1740391203263000000,1740391263338000000,0
FlushQueue.queueSizeMax,1740391203263000000,1740391263338000000,0
lexer.JAVA.time.ns,1740391203263000000,1740391263338000000,967574
DiskQueryRelay.taskExecutionTotalTimeUs,1740391203263000000,1740391263338000000,3364
writeAction.max.wait.ms,1740391203263000000,1740391263338000000,0
DiskQueryRelay.tasksRequested,1740391203263000000,1740391263338000000,48
parser.JAVA.time.ns,1740391203263000000,1740391263338000000,26546889
parser.JAVA.size.bytes,1740391203263000000,1740391263338000000,16
DiskQueryRelay.taskWaitingTotalTimeUs,1740391203263000000,1740391263338000000,29449
lexer.JAVA.size.bytes,1740391203263000000,1740391263338000000,16
writeAction.median.wait.ms,1740391203263000000,1740391263338000000,0
DiskQueryRelay.tasksExecuted,1740391203263000000,1740391263338000000,48
writeAction.wait.ms,1740391203263000000,1740391263338000000,0
writeAction.count,1740391203263000000,1740391263338000000,11
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1740391203263000000,1740391263338000000,2
compiler.ArtifactManagerBridge.addArtifact.ms,1740391203263000000,1740391263338000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1740391203263000000,1740391263338000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1740391203263000000,1740391263338000000,1
compiler.ArtifactManagerBridge.commit.ms,1740391203263000000,1740391263338000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1740391203263000000,1740391263338000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalBytesRequested,1740391203263000000,1740391263338000000,0
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1740391203263000000,1740391263338000000,4696228
FilePageCacheLockFree.heapBytesInUse,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalPagesAllocated,1740391203263000000,1740391263338000000,0
StreamlinedBlobStorage.recordsDeleted,1740391203263000000,1740391263338000000,5
FilePageCacheLockFree.totalPagesRequestsMs,1740391203263000000,1740391263338000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1740391203263000000,1740391263338000000,9049
FilePageCacheLockFree.nativeBytesInUse,1740391203263000000,1740391263338000000,0
MappedFileStorage.storages,1740391203263000000,1740391263338000000,7
MappedFileStorage.totalBytesMapped,1740391203263000000,1740391263338000000,168820736
FilePageCacheLockFree.totalPagesHandedOver,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalPagesRequested,1740391203263000000,1740391263338000000,0
StreamlinedBlobStorage.recordsAllocated,1740391203263000000,1740391263338000000,63837
FilePageCacheLockFree.totalPagesWriteMs,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalPagesReadMs,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1740391203263000000,1740391263338000000,0
FilePageCache.pageLoads,1740391203263000000,1740391263338000000,197
FilePageCacheLockFree.totalBytesRead,1740391203263000000,1740391263338000000,0
FilePageCache.maxRegisteredFiles,1740391203263000000,1740391263338000000,523
StorageLockContext.competingThreads.avg,1740391203263000000,1740391263338000000,0.0
DirectByteBufferAllocator.misses,1740391203263000000,1740391263338000000,194
StorageLockContext.competingThreads.90P,1740391203263000000,1740391263338000000,0
StreamlinedBlobStorage.recordsRelocated,1740391203263000000,1740391263338000000,0
DirectByteBufferAllocator.disposed,1740391203263000000,1740391263338000000,0
FilePageCache.totalPageLoadsUs,1740391203263000000,1740391263338000000,166504
FilePageCacheLockFree.totalPagesWritten,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1740391203263000000,1740391263338000000,0
FilePageCache.pageFastCacheHits,1740391203263000000,1740391263338000000,4164
FilePageCache.disposedBuffers,1740391203263000000,1740391263338000000,3
FilePageCacheLockFree.totalPagesReclaimed,1740391203263000000,1740391263338000000,0
FilePageCache.capacityInBytes,1740391203263000000,1740391263338000000,503316478
FilePageCacheLockFree.housekeeperTimeSpentMs,1740391203263000000,1740391263338000000,0
DirectByteBufferAllocator.hits,1740391203263000000,1740391263338000000,3
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1740391203263000000,1740391263338000000,975976
FilePageCacheLockFree.totalHeapBytesReclaimed,1740391203263000000,1740391263338000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1740391203263000000,1740391263338000000,0
FilePageCache.totalPageDisposalsUs,1740391203263000000,1740391263338000000,1637
FilePageCacheLockFree.housekeeperTurnsDone,1740391203263000000,1740391263338000000,0
MappedFileStorage.totalPagesMapped,1740391203263000000,1740391263338000000,7
DirectByteBufferAllocator.reclaimed,1740391203263000000,1740391263338000000,3
FileChannelInterruptsRetryer.totalRetriedAttempts,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalBytesWritten,1740391203263000000,1740391263338000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1740391203263000000,1740391263338000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1740391203263000000,1740391263338000000,201342976
FilePageCache.pageHits,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1740391203263000000,1740391263338000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1740391203263000000,1740391263338000000,0
FilePageCache.maxCacheSizeInBytes,1740391203263000000,1740391263338000000,201342976
FilePageCache.uncachedFileAccess,1740391203263000000,1740391263338000000,116
StorageLockContext.competingThreads.max,1740391203263000000,1740391263338000000,0
cacheStateStorage.get.duration,1740391203263000000,1740391263338000000,80
cacheStateStorage.set.duration,1740391203263000000,1740391263338000000,3
cacheStateStorage.set.counter,1740391203263000000,1740391263338000000,3
cacheStateStorage.get.counter,1740391203263000000,1740391263338000000,27
jps.module.iml.entities.serializer.load.entities.ms,1740391263338000000,1740391323288000000,0
jps.storage.jps.conf.reader.load.component.ms,1740391263338000000,1740391323288000000,0
workspaceModel.mutableEntityStorage.instances.count,1740391263338000000,1740391323288000000,0
jps.artifact.entities.serializer.save.entities.ms,1740391263338000000,1740391323288000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1740391263338000000,1740391323288000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1740391263338000000,1740391323288000000,0
